,Unnamed: 0,FID,pkuid,utm-easting,utm-northing,Area,type,feature,genus,property-1,property-2
828,828,828,829,625553.2984,1012642.858,442,Nesting Site & Foraging,Nesting Site & Travel connection,G2 & G1,R1,T3
829,829,829,830,625707.3881,1012506.902,188,Nesting Site,Foraging,G2 & G3 & G1,R1,T2
830,830,830,831,625536.2457,1012546.963,535,Foraging,Nesting Site & Foraging & Travel connection,G1 & G3 & G2,R3,T3
831,831,831,832,625596.6053,1012517.365,"1,066",Foraging,Foraging & Nesting Site,G3,R2 & R3,T2
832,832,832,833,625566.5237,1012493.49,305,Nesting Site & Foraging & Travel connection,Foraging & Nesting Site & Travel connection,G3 & G1 & G2,R2 & R3 & R1,T1
833,833,833,834,625504.7868,1012508.418,555,Nesting Site & Foraging,Travel connection & Nesting Site & Foraging,G2 & G1 & G3,R1,T3 & T1
834,834,834,835,625510.407,1012491.894,38,Nesting Site & Foraging,Foraging & Nesting Site,G3 & G1 & G2,R2 & R1 & R3,T1
835,835,835,836,625622.0823,1012384.817,320,Travel connection & Nesting Site & Foraging,Foraging,G1,R2 & R1 & R3,T3 & T2 & T1
836,836,836,837,625619.121,1012451.312,477,Travel connection & Foraging & Nesting Site,Nesting Site,G2 & G3,R3 & R2 & R1,T1
837,837,837,838,625740.6806,1012418.066,627,Foraging & Travel connection & Nesting Site,Foraging,G3 & G1 & G2,R1 & R2 & R3,T1 & T2
838,838,838,839,625899.2768,1012287.143,411,Nesting Site & Travel connection,Nesting Site & Foraging & Travel connection,G1,R1 & R3,T2 & T3 & T1
839,839,839,840,625536.4147,1012215.041,894,Nesting Site & Travel connection & Foraging,Foraging & Nesting Site,G3,R2 & R1 & R3,T2 & T1 & T3
840,840,840,841,625506.706,1012230.493,148,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site,G3,R3 & R2 & R1,T2 & T1
841,841,841,842,625654.8972,1012205.26,639,Foraging,Travel connection,G1 & G2 & G3,R3 & R1 & R2,T3 & T1 & T2
842,842,842,843,625754.7979,1012215.07,677,Nesting Site & Foraging & Travel connection,Travel connection,G2 & G1,R1 & R3 & R2,T2 & T1 & T3
843,843,843,844,625946.3916,1012184.702,700,Foraging,Nesting Site & Travel connection & Foraging,G1,R3,T1
844,844,844,845,625946.9467,1012152.938,957,Foraging,Travel connection,G3 & G2 & G1,R2 & R1 & R3,T3
845,845,845,846,625671.0265,1012102.401,938,Travel connection,Nesting Site & Travel connection,G3 & G2,R2,T1 & T3
846,846,846,847,625537.4448,1012023.25,442,Nesting Site & Foraging & Travel connection,Nesting Site & Travel connection,G2 & G3 & G1,R1 & R2 & R3,T2 & T1 & T3
847,847,847,848,625614.8197,1012008.426,423,Nesting Site & Foraging & Travel connection,Travel connection,G2 & G3 & G1,R2,T2 & T3
848,848,848,849,625651.5885,1012027.507,360,Nesting Site & Travel connection & Foraging,Travel connection & Nesting Site,G1 & G3,R3,T3
849,849,849,850,625711.4042,1012013.623,295,Nesting Site & Foraging & Travel connection,Nesting Site,G2,R2 & R3,T3 & T1 & T2
850,850,850,851,625921.9676,1012047.223,460,Travel connection & Nesting Site & Foraging,Nesting Site,G2,R3,T2 & T3 & T1
851,851,851,852,626178.4842,1011514.472,296,Nesting Site & Travel connection,Foraging & Travel connection,G2 & G3,R1 & R3 & R2,T2
852,852,852,853,626139.4805,1011510.108,359,Foraging & Travel connection & Nesting Site,Travel connection,G1,R2,T3 & T1
853,853,853,854,626339.8421,1011971.627,573,Foraging & Travel connection & Nesting Site,Nesting Site,G2,R2 & R1 & R3,T3
854,854,854,855,626451.2733,1011997.279,301,Nesting Site,Nesting Site & Foraging,G1 & G3 & G2,R2 & R1 & R3,T1 & T3
855,855,855,856,626457.7937,1011893.274,383,Travel connection,Travel connection & Nesting Site & Foraging,G3,R1 & R2 & R3,T1
856,856,856,857,626325.1604,1011713.788,869,Foraging & Nesting Site & Travel connection,Travel connection,G2 & G1,R3 & R2,T1 & T2 & T3
857,857,857,858,626332.5337,1011659.681,213,Nesting Site,Nesting Site & Travel connection,G1 & G3,R3 & R2 & R1,T2 & T3
858,858,858,859,626124.6936,1011646.601,428,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection,G3 & G2 & G1,R1,T3 & T1 & T2
859,859,859,860,626017.7035,1011539.52,266,Nesting Site & Travel connection & Foraging,Travel connection & Nesting Site,G1 & G3 & G2,R1 & R2,T1 & T2 & T3
860,860,860,861,626065.79,1011520.224,84,Nesting Site & Foraging & Travel connection,Travel connection & Foraging,G3 & G1,R1 & R3 & R2,T2 & T3 & T1
861,861,861,862,626095.9193,1011564.03,197,Foraging & Nesting Site & Travel connection,Nesting Site & Travel connection & Foraging,G1 & G2,R3 & R1 & R2,T2
862,862,862,863,626090.0137,1011518.363,293,Travel connection & Nesting Site,Travel connection & Foraging & Nesting Site,G2,R1 & R2,T3
863,863,863,864,626322.8074,1011553.095,547,Foraging,Travel connection & Foraging,G1 & G3 & G2,R3 & R1,T2 & T1
864,864,864,865,626469.9614,1011535.348,572,Travel connection,Nesting Site,G3,R2 & R1,T2 & T1
865,865,865,866,626475.1971,1011519.482,172,Foraging,Nesting Site & Travel connection,G1 & G2 & G3,R2,T3 & T1
866,866,866,867,626456.1301,1011518.061,369,Travel connection & Foraging,Foraging,G1,R2 & R3,T3 & T2 & T1
867,867,867,868,626437.7972,1011516.515,461,Travel connection,Travel connection,G3 & G2,R1 & R3 & R2,T2 & T3 & T1
868,868,868,869,626398.4441,1011546.344,449,Foraging & Nesting Site & Travel connection,Nesting Site & Travel connection,G2 & G3 & G1,R1 & R2,T3
869,869,869,870,626771.123,1011405.921,107,Travel connection & Foraging,Nesting Site & Travel connection & Foraging,G1,R1 & R2,T2
870,870,870,871,626966.3926,1011427.191,626,Foraging & Nesting Site,Nesting Site & Foraging & Travel connection,G3 & G2 & G1,R2,T1 & T3 & T2
871,871,871,872,626929.0769,1011334.239,273,Foraging & Travel connection,Nesting Site & Foraging,G3 & G2,R2 & R3 & R1,T2 & T1 & T3
872,872,872,873,626975.8943,1011280.198,526,Travel connection & Nesting Site & Foraging,Nesting Site & Foraging & Travel connection,G3,R1 & R2,T2 & T3
873,873,873,874,626865.7102,1011258.189,166,Nesting Site & Travel connection & Foraging,Nesting Site & Foraging,G1 & G3 & G2,R1 & R2 & R3,T2 & T3
874,874,874,875,626850.5947,1011260.471,350,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection & Foraging,G1 & G3 & G2,R1 & R2 & R3,T1 & T2 & T3
875,875,875,876,626635.1032,1011371.366,469,Nesting Site,Nesting Site & Foraging,G3 & G2,R1 & R2,T2 & T1 & T3
876,876,876,877,626629.7004,1011311.982,411,Foraging & Nesting Site,Foraging,G3 & G1 & G2,R2 & R3,T3 & T2
877,877,877,878,626530.699,1011349.591,786,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site & Foraging,G2 & G3,R1 & R2 & R3,T2
878,878,878,879,626559.7065,1011282.451,"1,136",Nesting Site & Travel connection,Nesting Site,G1,R3 & R1 & R2,T2 & T1 & T3
879,879,879,880,626563.6384,1011241.857,703,Travel connection & Foraging,Foraging & Travel connection,G2 & G1 & G3,R2 & R1 & R3,T2 & T3
880,880,880,881,626653.9312,1011258.079,402,Travel connection & Foraging & Nesting Site,Travel connection & Nesting Site,G2 & G3 & G1,R2 & R3,T2 & T1
881,881,881,882,626680.3446,1011249.125,340,Foraging & Nesting Site & Travel connection,Travel connection & Nesting Site,G1 & G3,R1 & R3,T3 & T2 & T1
882,882,882,883,626852.1755,1011176.739,245,Foraging & Nesting Site,Travel connection,G2 & G1,R1 & R3 & R2,T2
883,883,883,884,626787.0014,1011149.433,328,Travel connection,Nesting Site,G2 & G3 & G1,R2 & R1,T2 & T3 & T1
884,884,884,885,626681.5743,1011052.825,332,Foraging & Travel connection & Nesting Site,Nesting Site & Travel connection,G1,R1,T3 & T2
885,885,885,886,626608.2058,1011121.86,550,Foraging,Nesting Site,G2 & G1,R1 & R3,T1 & T3
886,886,886,887,626605.5139,1011026.695,438,Nesting Site & Travel connection & Foraging,Foraging & Nesting Site & Travel connection,G3 & G1 & G2,R1 & R2 & R3,T3 & T2 & T1
887,887,887,888,624670.8471,1013494.038,390,Foraging,Travel connection & Nesting Site & Foraging,G3 & G1,R3 & R2 & R1,T1 & T2
888,888,888,889,624665.6106,1013468.767,169,Travel connection & Foraging,Foraging & Travel connection,G1,R2 & R3,T1 & T3 & T2
889,889,889,890,624684.4015,1013450.629,249,Nesting Site,Travel connection & Foraging & Nesting Site,G2 & G3 & G1,R3 & R2,T3
890,890,890,891,624701.0745,1013400.532,613,Travel connection & Nesting Site & Foraging,Nesting Site & Foraging & Travel connection,G3 & G2 & G1,R1,T3 & T1
891,891,891,892,624739.7114,1013414.807,415,Foraging & Travel connection & Nesting Site,Foraging,G2 & G3,R1,T1 & T2 & T3
892,892,892,893,624782.3556,1013472.546,154,Travel connection & Nesting Site,Travel connection,G1,R3,T2 & T1 & T3
893,893,893,894,624621.0287,1013370.011,577,Nesting Site & Travel connection & Foraging,Travel connection & Nesting Site & Foraging,G2 & G1 & G3,R3 & R1 & R2,T3 & T1 & T2
894,894,894,895,624850.5714,1013477.5,280,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection,G1,R1 & R2 & R3,T2
895,895,895,896,624835.9426,1013451.227,388,Foraging & Travel connection & Nesting Site,Nesting Site & Travel connection & Foraging,G3 & G1 & G2,R1,T1
896,896,896,897,624805.6526,1013427.162,159,Foraging & Travel connection,Nesting Site & Foraging,G1,R3 & R2,T3 & T2
897,897,897,898,624822.6212,1013416.533,425,Foraging,Nesting Site & Foraging,G1 & G3 & G2,R1,T1 & T3 & T2
898,898,898,899,624815.8395,1013438.926,534,Foraging & Nesting Site,Nesting Site & Foraging & Travel connection,G1 & G3 & G2,R3 & R1,T3
899,899,899,900,624897.7148,1013462.464,169,Foraging & Nesting Site,Foraging & Nesting Site,G3,R2 & R1 & R3,T2 & T3
900,900,900,901,624928.3397,1013470.637,194,Foraging & Travel connection & Nesting Site,Foraging & Nesting Site,G3,R3 & R2,T2 & T1 & T3
901,901,901,902,624961.6835,1013437.055,532,Foraging & Nesting Site,Foraging & Nesting Site,G2 & G3,R2 & R3,T1
902,902,902,903,624950.886,1013500.702,304,Nesting Site & Travel connection,Foraging & Nesting Site,G2 & G1 & G3,R2 & R1,T1 & T3 & T2
903,903,903,904,624892.2414,1013396.505,693,Nesting Site & Travel connection,Nesting Site,G2 & G3 & G1,R3,T3 & T2 & T1
904,904,904,905,624803.0945,1013379.861,603,Foraging,Travel connection,G3,R1 & R2 & R3,T2 & T1
905,905,905,906,624861.1077,1013307.083,237,Nesting Site,Foraging & Travel connection & Nesting Site,G3 & G1 & G2,R1 & R2,T2 & T1 & T3
906,906,906,907,624740.6913,1013370.877,735,Nesting Site,Foraging & Travel connection & Nesting Site,G2 & G3,R2 & R1 & R3,T3
907,907,907,908,624731.8804,1013350.824,383,Travel connection,Travel connection & Nesting Site,G2 & G1,R3,T3 & T2
908,908,908,909,624749.0271,1013344.737,269,Foraging & Travel connection & Nesting Site,Foraging & Travel connection,G2 & G1,R1 & R2 & R3,T2
909,909,909,910,624721.3302,1013315.702,303,Travel connection & Foraging & Nesting Site,Nesting Site,G1,R2 & R1 & R3,T3 & T2 & T1
910,910,910,911,624698.2068,1013312.587,600,Foraging & Travel connection,Foraging & Travel connection & Nesting Site,G2 & G3,R2 & R1 & R3,T1 & T2 & T3
911,911,911,912,624652.9336,1013307.863,767,Travel connection & Nesting Site,Nesting Site,G1 & G2,R3 & R1 & R2,T2 & T3
912,912,912,913,624691.5015,1013264.515,384,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site,G3,R3 & R1 & R2,T1 & T2 & T3
913,913,913,914,624832.6604,1013184.751,228,Nesting Site & Foraging & Travel connection,Travel connection & Foraging & Nesting Site,G1 & G2,R2 & R3,T1 & T3 & T2
914,914,914,915,624850.4054,1013282.417,"1,134",Travel connection & Nesting Site & Foraging,Travel connection,G3 & G1,R2 & R3 & R1,T1 & T2
915,915,915,916,624787.7247,1013209.866,698,Nesting Site,Nesting Site & Foraging,G3,R3 & R2,T1
916,916,916,917,624839.4458,1013159.684,549,Travel connection & Nesting Site,Travel connection & Foraging & Nesting Site,G2 & G1,R1 & R2,T3 & T1 & T2
917,917,917,918,625135.3739,1012878.777,85,Nesting Site & Travel connection,Travel connection & Foraging,G3 & G1,R3 & R1 & R2,T1 & T2
918,918,918,919,625117.7205,1012869.678,278,Foraging,Travel connection & Foraging & Nesting Site,G2 & G3 & G1,R3,T1
919,919,919,920,625113.3438,1012884.823,205,Nesting Site & Foraging & Travel connection,Foraging & Travel connection,G1,R2,T3 & T2 & T1
920,920,920,921,625090.7569,1012857.115,450,Foraging,Foraging & Nesting Site,G3,R1 & R3,T3 & T2 & T1
921,921,921,922,625321.9469,1012841.835,704,Foraging & Nesting Site & Travel connection,Nesting Site & Foraging & Travel connection,G1 & G2 & G3,R3 & R2 & R1,T2 & T3 & T1
922,922,922,923,625295.6635,1012860.275,344,Foraging & Travel connection & Nesting Site,Foraging & Travel connection & Nesting Site,G2,R1 & R2 & R3,T3
923,923,923,924,625439.5871,1012875.737,578,Travel connection & Nesting Site,Travel connection,G1,R1 & R3,T2
924,924,924,925,625491.5579,1012883.65,423,Nesting Site & Foraging,Travel connection,G2 & G1 & G3,R3 & R2 & R1,T1 & T2
925,925,925,926,625419.5829,1012908.073,556,Nesting Site,Foraging & Travel connection,G1 & G2 & G3,R1 & R3 & R2,T2 & T3
926,926,926,927,625359.8623,1012931.379,675,Nesting Site,Foraging,G2,R1 & R3,T3 & T2 & T1
927,927,927,928,625278.9137,1012988.679,162,Travel connection,Nesting Site,G3,R1,T2 & T1
928,928,928,929,625210.1687,1012990.334,458,Foraging,Nesting Site & Travel connection,G2,R2 & R3 & R1,T1
929,929,929,930,625140.2533,1012958.95,479,Travel connection & Foraging & Nesting Site,Foraging & Travel connection,G1 & G3,R1,T3 & T2
930,930,930,931,624893.9332,1013103.72,544,Nesting Site & Travel connection,Nesting Site & Foraging,G2 & G3 & G1,R3 & R1 & R2,T2 & T1
931,931,931,932,624879.8441,1013120.815,389,Travel connection,Nesting Site & Foraging & Travel connection,G1 & G2 & G3,R2 & R3,T1 & T3 & T2
932,932,932,933,625196.8052,1012651.121,295,Travel connection & Nesting Site,Travel connection,G3,R3,T2 & T1
933,933,933,934,625045.8413,1012830.241,134,Nesting Site & Foraging,Nesting Site,G1,R2,T3 & T1
934,934,934,935,625051.3897,1012813.831,581,Nesting Site,Nesting Site,G1,R3 & R1,T3
935,935,935,936,625023.1203,1012750.03,333,Foraging,Travel connection & Nesting Site & Foraging,G2,R3 & R1,T3 & T2 & T1
936,936,936,937,625147.5968,1012792.844,489,Travel connection,Foraging,G2 & G3,R3 & R2 & R1,T3 & T1 & T2
937,937,937,938,625362.9467,1012708.446,684,Travel connection & Foraging,Nesting Site & Travel connection,G1 & G3 & G2,R1,T2
938,938,938,939,625462.6097,1012704.783,472,Foraging & Travel connection & Nesting Site,Foraging,G3,R1 & R3 & R2,T1 & T2 & T3
939,939,939,940,625348.7769,1012672.178,486,Travel connection & Foraging,Travel connection & Nesting Site & Foraging,G1 & G2 & G3,R1 & R2,T2
940,940,940,941,625316.7724,1012591.593,334,Travel connection & Nesting Site & Foraging,Travel connection & Nesting Site & Foraging,G2 & G3 & G1,R2,T1 & T3 & T2
941,941,941,942,625298.471,1012575.392,704,Foraging,Nesting Site & Foraging & Travel connection,G1 & G2,R3,T1
942,942,942,943,625249.0269,1012676.806,737,Foraging & Travel connection,Nesting Site & Travel connection,G3 & G2 & G1,R2 & R3,T2 & T1 & T3
943,943,943,944,625219.4522,1012626.093,501,Travel connection & Nesting Site & Foraging,Travel connection & Nesting Site & Foraging,G2,R2 & R3 & R1,T3 & T2
944,944,944,945,625358.7847,1012557.704,"1,139",Foraging & Travel connection & Nesting Site,Travel connection & Nesting Site,G1 & G3 & G2,R3 & R1,T1 & T2
945,945,945,946,625085.3152,1012677.815,543,Foraging & Nesting Site,Travel connection & Foraging,G1,R3 & R2 & R1,T3 & T2 & T1
946,946,946,947,625424.1705,1012556.636,532,Foraging & Travel connection & Nesting Site,Foraging,G3 & G1,R3,T2
947,947,947,948,625392.0227,1012507.078,601,Foraging & Nesting Site,Travel connection & Foraging,G2 & G1 & G3,R1 & R2,T2
948,948,948,949,625339.9326,1012530.245,371,Nesting Site,Foraging & Travel connection,G3,R2 & R1 & R3,T1
949,949,949,950,625347.6885,1012509.899,305,Nesting Site & Foraging,Travel connection & Nesting Site & Foraging,G1,R2 & R1 & R3,T2
950,950,950,951,625095.5142,1012490.398,189,Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G3 & G2,R1 & R2,T1
951,951,951,952,625083.7495,1012501.368,522,Nesting Site & Foraging & Travel connection,Foraging & Travel connection & Nesting Site,G2,R3 & R2,T1
952,952,952,953,624678.6545,1012995.294,181,Travel connection,Nesting Site & Foraging & Travel connection,G2 & G3,R3,T2 & T1 & T3
953,953,953,954,624552.1779,1012899.252,333,Nesting Site & Foraging,Nesting Site & Foraging & Travel connection,G3 & G2 & G1,R3,T1 & T3 & T2
954,954,954,955,624994.351,1012987.445,378,Foraging,Travel connection & Foraging & Nesting Site,G1 & G3 & G2,R3 & R2 & R1,T3 & T2
955,955,955,956,624964.2105,1012987.663,386,Travel connection,Foraging & Nesting Site & Travel connection,G1 & G2 & G3,R1 & R3 & R2,T1
956,956,956,957,624962.3056,1012891.929,461,Travel connection & Foraging,Nesting Site & Travel connection & Foraging,G3,R2,T3 & T1 & T2
957,957,957,958,624877.8641,1012883.507,"1,060",Nesting Site & Travel connection,Foraging,G1,R3 & R2,T2 & T1 & T3
958,958,958,959,624675.8473,1012892.916,386,Foraging & Nesting Site,Nesting Site,G3,R1 & R3 & R2,T2 & T1
959,959,959,960,624806.6249,1012842.096,773,Travel connection & Foraging,Foraging,G2 & G3 & G1,R1 & R2 & R3,T1 & T3 & T2
960,960,960,961,624958.8684,1012806.017,125,Nesting Site & Foraging & Travel connection,Travel connection & Nesting Site & Foraging,G2,R2 & R1 & R3,T2 & T1
961,961,961,962,624981.928,1012560.556,804,Nesting Site & Travel connection & Foraging,Nesting Site & Travel connection & Foraging,G3 & G2,R3 & R1 & R2,T1
962,962,962,963,624799.2452,1012532.77,383,Foraging,Travel connection & Nesting Site,G2 & G1 & G3,R3 & R2,T1
963,963,963,964,624712.9951,1012583.594,563,Foraging & Nesting Site,Travel connection & Foraging,G3,R2 & R3,T1
964,964,964,965,624685.1501,1012575.147,368,Travel connection,Travel connection & Foraging & Nesting Site,G3 & G1,R3 & R2 & R1,T2
965,965,965,966,624672.698,1012548.245,491,Travel connection,Nesting Site & Foraging,G3 & G1,R3 & R1 & R2,T2 & T1
966,966,966,967,624647.677,1012545.336,563,Nesting Site,Foraging & Nesting Site & Travel connection,G1 & G3,R3 & R1 & R2,T2 & T3 & T1
967,967,967,968,624615.8344,1012526.291,581,Travel connection,Foraging & Travel connection & Nesting Site,G2,R2,T2
968,968,968,969,624526.856,1012582.28,442,Travel connection & Nesting Site & Foraging,Travel connection,G3 & G2 & G1,R1 & R3 & R2,T3 & T2 & T1
969,969,969,970,624542.2997,1012613.767,115,Travel connection,Nesting Site & Travel connection,G2 & G1,R1 & R3 & R2,T1 & T2 & T3
970,970,970,971,624562.4757,1012623.059,526,Travel connection & Nesting Site,Nesting Site,G2,R1 & R2 & R3,T1 & T2
971,971,971,972,624534.2546,1012628.419,445,Foraging & Travel connection,Foraging,G1 & G2 & G3,R2,T2 & T3
972,972,972,973,624527.6848,1012642.315,132,Foraging,Nesting Site,G1 & G3 & G2,R1,T1 & T3 & T2
973,973,973,974,624547.8738,1012646.691,477,Travel connection & Foraging,Travel connection & Foraging,G2 & G1 & G3,R2 & R1,T1 & T3
974,974,974,975,624681.1031,1012660.877,239,Travel connection,Foraging,G3,R2 & R3 & R1,T1
975,975,975,976,624695.3633,1012683.547,605,Foraging & Nesting Site & Travel connection,Travel connection & Foraging & Nesting Site,G1 & G3,R1 & R3 & R2,T1 & T3 & T2
976,976,976,977,624536.122,1012713.234,"1,185",Foraging,Nesting Site & Travel connection,G2,R3 & R1 & R2,T1 & T2
977,977,977,978,624801.5218,1012607.811,550,Foraging,Foraging & Nesting Site & Travel connection,G1 & G2 & G3,R2,T3
978,978,978,979,624857.0778,1012593.927,241,Travel connection & Nesting Site & Foraging,Travel connection & Foraging & Nesting Site,G1 & G3,R1 & R2,T3 & T2
979,979,979,980,624935.1632,1012613.153,530,Nesting Site,Nesting Site & Foraging & Travel connection,G3,R3 & R2 & R1,T3 & T1
980,980,980,981,624911.4175,1012740.318,967,Foraging & Nesting Site & Travel connection,Nesting Site & Travel connection,G1 & G2 & G3,R1,T2 & T3
981,981,981,982,624630.9388,1012747.551,451,Nesting Site & Foraging & Travel connection,Travel connection & Foraging & Nesting Site,G1 & G3 & G2,R3 & R1,T2 & T3 & T1
982,982,982,983,624745.8531,1012795.295,437,Travel connection & Foraging,Foraging,G3,R3 & R1,T2 & T3
983,983,983,984,624576.0852,1012808.804,284,Nesting Site,Nesting Site & Foraging,G2 & G3,R3 & R1,T3 & T1 & T2
984,984,984,985,625073.8373,1012432.88,445,Nesting Site & Travel connection,Travel connection & Nesting Site & Foraging,G3 & G1,R1 & R2,T3
985,985,985,986,625057.015,1012276.716,158,Foraging,Foraging,G2 & G1,R2,T2 & T1
986,986,986,987,625361.3627,1012252.226,296,Travel connection & Nesting Site & Foraging,Nesting Site & Travel connection & Foraging,G2 & G1,R1,T2
987,987,987,988,625480.7826,1012385.963,943,Foraging,Foraging & Travel connection & Nesting Site,G1 & G3,R1 & R2 & R3,T3 & T2 & T1
988,988,988,989,625269.6784,1012471.638,613,Foraging & Nesting Site & Travel connection,Foraging & Nesting Site,G2 & G1 & G3,R3 & R2 & R1,T1 & T3 & T2
989,989,989,990,625197.3511,1012482.735,915,Travel connection,Nesting Site,G3 & G2 & G1,R2,T1
990,990,990,991,625128.987,1012485.438,271,Foraging & Travel connection,Nesting Site,G2,R1 & R2 & R3,T1 & T3
991,991,991,992,625035.5513,1012442.498,315,Foraging & Nesting Site,Foraging & Travel connection,G1,R2 & R1 & R3,T3 & T1
992,992,992,993,625192.9391,1012173.394,257,Travel connection & Foraging & Nesting Site,Nesting Site,G2 & G1,R2,T1 & T2 & T3
993,993,993,994,625366.763,1012089.247,300,Nesting Site,Travel connection,G3 & G1 & G2,R3 & R2,T3 & T2
994,994,994,995,625177.6605,1012373.442,372,Foraging,Foraging,G3 & G1 & G2,R1,T1
995,995,995,996,625844.4672,1011913.042,577,Foraging,Nesting Site & Foraging & Travel connection,G2 & G3,R3,T1 & T2 & T3
996,996,996,997,625871.476,1011994.837,666,Foraging,Travel connection & Nesting Site & Foraging,G3 & G1 & G2,R3 & R1,T2 & T1
997,997,997,998,625943.8492,1011977.567,202,Travel connection & Foraging & Nesting Site,Nesting Site & Travel connection & Foraging,G1 & G3,R1 & R3 & R2,T2
998,998,998,999,625860.9349,1011831.97,210,Nesting Site,Nesting Site & Foraging & Travel connection,G3 & G1,R3 & R2 & R1,T3
999,999,999,1000,625678.2783,1011762.38,597,Travel connection,Travel connection,G1 & G3,R3 & R2,T3 & T1
1000,1000,"1,000",1001,625608.2187,1011831.947,"1,178",Foraging & Nesting Site & Travel connection,Nesting Site,G1 & G2 & G3,R2 & R1,T1 & T3
1001,1001,"1,001",1002,625589.0039,1011871.974,269,Nesting Site,Travel connection & Foraging,G3,R3 & R2,T3 & T1
1002,1002,"1,002",1003,625494.6258,1011787.131,607,Foraging & Travel connection,Travel connection & Nesting Site,G2 & G3,R2 & R1,T3 & T2
1003,1003,"1,003",1004,625923.5237,1011502.764,306,Travel connection & Nesting Site & Foraging,Nesting Site,G2 & G3,R2,T1
1004,1004,"1,004",1005,626019.0784,1011429.948,720,Travel connection & Foraging,Foraging,G2 & G3,R1 & R2,T2 & T1
1005,1005,"1,005",1006,626466.2164,1011399.589,508,Foraging & Travel connection & Nesting Site,Nesting Site,G2 & G3,R1,T2
1006,1006,"1,006",1007,626136.8692,1011356.849,48,Foraging,Travel connection & Nesting Site,G1 & G2,R3 & R1 & R2,T2
1007,1007,"1,007",1008,626108.2623,1011346.894,547,Travel connection & Foraging & Nesting Site,Travel connection & Foraging,G3 & G2,R1,T1
1008,1008,"1,008",1009,626100.0179,1011378.994,241,Foraging & Nesting Site,Foraging & Travel connection & Nesting Site,G2 & G1 & G3,R3,T1 & T3
1009,1009,"1,009",1010,626236.0633,1011344.932,592,Travel connection & Nesting Site,Nesting Site & Foraging & Travel connection,G2 & G1 & G3,R2,T3 & T1
1010,1010,"1,010",1011,626258.5386,1011354.147,524,Nesting Site & Travel connection & Foraging,Travel connection & Nesting Site & Foraging,G1 & G2 & G3,R2 & R1,T1 & T3 & T2
1011,1011,"1,011",1012,626293.9373,1011297.276,377,Travel connection,Nesting Site & Travel connection,G1,R1 & R3 & R2,T3 & T2 & T1
1012,1012,"1,012",1013,626392.5077,1011270.369,157,Nesting Site,Nesting Site & Foraging & Travel connection,G1 & G3 & G2,R3 & R1 & R2,T2
1013,1013,"1,013",1014,626391.4244,1011286.153,427,Nesting Site & Travel connection,Travel connection,G2 & G3,R1 & R2 & R3,T3 & T2 & T1
1014,1014,"1,014",1015,626456.2705,1011276.213,464,Nesting Site & Foraging & Travel connection,Travel connection & Foraging & Nesting Site,G3,R2 & R1,T3
1015,1015,"1,015",1016,626469.4303,1011487.889,89,Foraging & Travel connection,Foraging,G2,R1 & R2,T2 & T1 & T3
1016,1016,"1,016",1017,626394.4206,1011382.107,564,Foraging,Foraging,G1 & G2 & G3,R3 & R1,T1 & T3
1017,1017,"1,017",1018,626287.1711,1011419.981,239,Travel connection & Nesting Site,Nesting Site,G2 & G1 & G3,R3 & R2,T1 & T2
1018,1018,"1,018",1019,626270.5165,1011420.765,271,Travel connection,Foraging & Nesting Site & Travel connection,G2,R1,T2 & T1 & T3
1019,1019,"1,019",1020,626296.3911,1011480.569,680,Nesting Site & Travel connection & Foraging,Foraging,G1 & G3,R2 & R1,T3
1020,1020,"1,020",1021,626076.7933,1011274.47,585,Foraging & Nesting Site & Travel connection,Travel connection & Foraging,G1 & G2 & G3,R2 & R3 & R1,T2 & T1 & T3
1021,1021,"1,021",1022,626296.3073,1011066.103,547,Foraging & Nesting Site,Travel connection & Nesting Site & Foraging,G3 & G2,R2 & R1,T3 & T2 & T1
1022,1022,"1,022",1023,626004.0604,1011325.372,205,Nesting Site,Nesting Site,G1 & G2,R1 & R2 & R3,T3 & T2 & T1
1023,1023,"1,023",1024,626119.9901,1011211.402,551,Nesting Site & Foraging & Travel connection,Nesting Site & Travel connection,G2 & G1 & G3,R3,T2
1024,1024,"1,024",1025,626204.4919,1011266.756,99,Nesting Site,Travel connection,G1,R3 & R2 & R1,T3 & T2
1025,1025,"1,025",1026,626191.6253,1011242.562,392,Travel connection & Foraging,Nesting Site & Foraging,G2,R2 & R3 & R1,T2
1026,1026,"1,026",1027,626213.9625,1011235.832,453,Travel connection & Foraging,Nesting Site & Travel connection & Foraging,G2,R2 & R1,T3 & T1 & T2
1027,1027,"1,027",1028,626216.3355,1011172.585,522,Travel connection & Foraging,Nesting Site & Foraging,G2 & G3,R2,T2
1028,1028,"1,028",1029,626248.0288,1011150.213,140,Nesting Site,Foraging & Travel connection & Nesting Site,G1 & G3,R1 & R3,T1 & T2 & T3
1029,1029,"1,029",1030,626294.337,1011237.25,251,Travel connection & Nesting Site,Nesting Site & Travel connection & Foraging,G1 & G2 & G3,R1 & R3,T1 & T3 & T2
